78	10	446	3
1178	8	3	3
635	0	9	3
1878	2	2802	3
247	39	57	3
141	9	7	3
668	0	1420	3
6107	2	3	3
183	1	1042	3
4910	1	2521	3
86	108	45	3
4	107	15	3
25	16	924	3
211	3	46	3
658	6	265	3
33	20	40	3
99	22	290	3
4593	0	230	3
31	100	18	3
57	4	43	3
63	5	6	3
182	23	112	3
105	19	48	3
269	43	6081	3
39	32	57	3
48	19	105	3
310	2	180	3
2	8	106	3
7	20	11	3
4536	0	138	3
247	101	57	3
104	11	1396	3
1980	0	36	3
413	2	252	3
157	0	931	3
1502	8	138	3
3486	0	1138	3
182	4	43	3
206	0	1	3
830	4	15	3
833	2	2958	3
5	5	59	3
47	20	3	3
1317	56	60	3
127	31	64	3
11	16	7	3
220	39	58	3
22	1	21	3
19	2	17	3
7	2	11	3
796	39	8	3
3499	11	56	3
2	87	622	3
21	1	22	3
2915	4	232	3
76	29	2	3
141	0	11	3
1	1	130	3
702	7	48	3
1058	0	36	3
14	0	1	3
488	0	0	3
3	8	47	3
82	0	1495	3
209	18	18	3
87	58	8	3
484	3	1	3
16	42	36	3
1182	0	2255	3
2043	58	39	3
76	0	9	3
100	3	18	3
173	0	37	3
19	11	151	3
244	89	482	3
9	2	194	3
924	18	834	3
7	16	11	3
3007	0	120	3
37	1	43	3
25	8	89	3
6	12	22	3
141	16	7	3
0	26	57	3
31	26	65	3
173	170	57	3
4976	0	843	3
256	1	41	3
31	52	18	3
143	129	45	3
604	0	1521	3
1042	1	183	3
6959	0	1366	3
493	20	156	3
15	5	830	3
9	2	467	3
117	0	377	3
143	0	20	3
446	11	78	3
188	6	3	3
1257	7	528	3
64	34	127	3
222	6	599	3
45	108	86	3
5366	0	3879	3
43	5	182	3
99	24	389	3
45	0	143	3
64	11	127	3
100	0	18	3
130	1	1	3
59	4	5	3
1	51	138	3
233	9	219	3
43	1	37	3
100	24	406	3
232	5	2915	3
41	1	256	3
2	2	9	3
1	22	1004	3
2003	32	0	3
33	2	266	3
1500	7	1	3
1396	11	104	3
3872	13	3984	3
19	6	17	3
1798	9	61	3
242	25	628	3
122	0	61	4
7	8	11	4
0	1	10	4
3633	11	3924	4
57	0	3744	4
1436	0	6	4
1042	10	563	4
1	5	1230	4
1000	10	1250	4
3354	10	180	4
1230	4	1	4
100	185	18	4
1	5	626	4
127	24	64	4
34	1	153	4
153	1	34	4
429	56	1	4
362	6	211	4
668	0	5744	4
19	6	17	4
11	53	2236	4
1715	0	552	4
182	23	112	4
733	0	1042	4
201	3	671	4
247	35	57	4
100	24	406	4
486	0	559	4
10	1	0	4
99	22	290	4
7	2	11	4
22	1	6	4
3	20	4218	4
247	0	182	4
394	2	389	4
317	3	43	4
484	3	1	4
362	20	211	4
510	0	8	4
3633	11	1041	4
658	6	1431	4
2043	58	39	4
15	11	254	4
47	8	1629	4
2230	1	2745	4
416	1	1	4
141	16	7	4
187	24	6	4
44	20	4218	4
549	25	180	4
256	15	334	4
408	10	24	4
400	35	8	4
12	3	6	4
6	12	22	4
82	6	1002	4
7	20	11	4
247	39	57	4
64	7	1657	4
347	1	6	4
3648	2	2584	4
6	4	63	4
42	0	8	4
127	31	64	4
87	35	8	4
490	0	117	4
2745	1	2230	4
64	34	127	4
233	0	64	4
62	0	334	4
22	12	6	4
1042	10	6098	4
389	6	99	4
63	5	201	4
12	4	1	4
180	10	457	4
3313	0	114	4
1	1	416	4
349	24	825	4
112	1	8	4
86	39	20	4
2008	2	2476	4
1476	0	24	4
6	1	22	4
457	10	180	4
310	2	180	4
4617	0	360	4
63	5	6	4
4195	9	321	4
250	0	6171	4
117	0	377	4
24	11	254	4
1398	1	1	4
57	3	43	4
347	12	6	4
317	3	111	4
2799	11	127	4
3648	0	3354	4
8	1	112	4
552	8	278	4
47	26	3	4
6	3	12	4
1	5	12	4
6	1	347	4
3938	24	80	4
171	19	62	4
207	0	1	4
1398	0	207	4
1	1	1398	4
727	7	404	4
421	0	114	4
3	48	2194	4
54	21	187	4
626	4	1	4
160	8	3	4
82	6	3827	4
5040	0	791	4
407	10	563	4
1476	0	15	4
548	0	3217	4
201	4	63	4
58	8	2814	4
247	101	57	4
31	8	406	4
62	19	171	4
141	2	11	4
6	12	347	4
3884	0	552	4
759	1	3883	5
86	0	45	5
57	3	43	5
3	48	2194	5
1398	1	14	5
1337	2	436	5
6	4	63	5
1701	29	99	5
195	0	204	5
380	0	1194	5
2187	0	1	5
6	1	22	5
18	29	31	5
601	4	49	5
11	16	7	5
537	0	7	5
117	67	89	5
74	6	3903	5
1751	0	2429	5
5	5	969	5
457	9	3500	5
796	10	117	5
22	1	21	5
3883	1	759	5
6	0	1	5
43	5	111	5
549	10	180	5
431	1	160	5
171	19	62	5
3354	65	180	5
942	10	1969	5
286	5	21	5
64	34	127	5
218	0	4595	5
141	9	7	5
207	0	1	5
1209	0	1	5
244	0	2182	5
6600	2	180	5
19	18	151	5
3	3	47	5
8	0	272	5
1423	51	116	5
7	26	11	5
400	10	87	5
160	1	431	5
19	6	17	5
49	5	601	5
62	19	171	5
21	1	22	5
468	0	139	5
484	3	1	5
19	3	17	5
484	4	1	5
3	9	1178	5
529	8	1701	5
256	15	5	5
11	8	7	5
639	0	15	5
537	8	7	5
554	0	56	5
124	2	164	5
87	10	400	5
29	6	81	5
111	16	10	5
63	5	6	5
45	0	86	5
554	3	3	5
1337	70	436	5
1398	4	1	5
262	28	3	5
394	49	389	5
74	6	81	5
969	4	5	5
100	183	480	5
5	15	256	5
117	35	796	5
116	51	1423	5
3074	14	107	5
1398	0	1	5
14	1	1398	5
1	5	484	5
44	14	3	5
6	7	57	5
111	4	43	5
246	6	155	5
145	3	57	5
87	35	8	5
1	5	1398	5
127	31	64	5
1194	0	380	5
22	1	6	5
45	18	279	5
45	30	108	5
6	0	22	5
62	29	5	5
489	21	777	5
614	20	1	5
38	3	264	5
6864	3	264	5
14	0	1	5
12	3	6	5
212	0	6	5
7	16	11	5
21	4	286	5
2619	1	75	5
872	21	275	5
594	0	1923	5
117	10	796	5
64	30	1214	5
1523	0	34	5
1610	11	3	5
6	3	12	5
75	1	2619	5
6721	0	211	5
115	2	783	6
2	2	467	6
4195	9	321	6
6	3	12	6
0	128	57	6
3	9	44	6
58	5	20	6
180	20	457	6
18	6	31	6
37	20	57	6
19	18	17	6
16	9	36	6
719	10	243	6
57	3	37	6
39	27	461	6
1502	0	138	6
487	12	6	6
989	14	180	6
7	13	11	6
335	17	29	6
42	12	8	6
363	20	544	6
14	0	1	6
247	20	57	6
147	7	130	6
614	20	1	6
1668	0	114	6
63	5	6	6
57	5	145	6
153	3	310	6
20	12	543	6
287	0	6	6
1541	0	543	6
153	2	382	6
21	20	1	6
380	104	6053	6
9	33	2	6
31	8	1827	6
37	7	57	6
477	7	1511	6
205	0	9	6
22	12	21	6
354	18	1191	6
31	48	770	6
19	11	184	6
112	26	7	6
377	10	117	6
4654	3	1629	6
184	10	19	6
9	38	48	6
22	12	6	6
83	11	254	6
11	13	7	6
320	2	3	6
142	8	6	6
145	4	57	6
801	0	355	6
13	1	2959	6
317	2	5	6
11	53	2236	6
21	12	22	6
21	0	1	6
34	184	11	6
14	0	1398	6
190	0	118	6
4570	8	1715	6
1037	0	35	6
19	6	184	6
182	8	386	6
942	10	1969	6
1293	2	156	6
461	27	39	6
237	18	955	6
19	3	17	6
403	3	222	6
5865	90	2588	6
0	13	80	6
144	7	14	6
1800	7	244	6
2027	1	38	6
471	2	878	6
93	6	92	6
3	10	1759	6
153	20	310	6
596	2	1325	6
19	45	17	6
290	2	2331	6
1468	2	3	6
145	0	37	6
1245	18	6220	6
392	39	1	6
76	0	326	6
125	14	1532	6
1470	48	3	6
129	21	918	6
5121	0	190	6
3	9	1470	6
153	7	180	6
74	6	3903	6
17	92	897	6
115	0	36	6
457	9	310	6
4438	0	112	6
6	12	22	6
719	10	242	6
29	6	81	6
130	19	72	6
10	8	27	6
42	2	8	6
361	2	5	6
7	73	57	6
3	9	320	6
32	6	16	6
8	12	42	6
1885	11	180	6
543	3	20	6
9	8	48	6
861	3	9	6
215	9	125	6
4205	97	2555	6
38	2	1433	6
320	166	3	6
484	3	1	6
253	0	719	6
153	9	310	6
72	19	130	6
97	0	1363	6
142	0	1	6
10	26	8	6
1	5	257	6
940	0	112	6
206	3	1	6
74	6	81	6
1398	7	1	6
32	18	581	6
1681	11	19	6
1579	2	31	6
142	2	21	6
4988	9	6087	6
1813	7	457	6
498	2	2	6
936	0	353	6
1316	18	1191	6
3471	2	731	6
202	3	1	6
1	208	89	6
57	13	37	6
2327	28	751	6
12	3	6	6
493	20	156	6
1712	111	99	6
709	13	551	6
115	4	175	6
2329	61	310	6
6	3	22	6
6568	0	165	6
257	4	1	6
20	4	58	6
1379	0	1194	6
646	3	583	6
56	23	3	6
14	22	1	6
1	5	130	6
551	13	709	6
2	2	9	6
87	35	8	6
44	1	1248	6
1248	1	44	6
6	0	1	6
80	13	0	6
1541	3	20	6
145	27	37	6
377	35	8	6
933	0	912	6
1681	32	19	6
9	2	467	6
21	14	22	6
38	1	2027	6
72	46	130	6
2262	2	55	6
225	6	177	6
6186	0	6708	6
2	8	52	6
206	2	484	6
3322	0	34	6
758	0	9	6
823	21	1384	6
35	46	73	6
4962	0	153	6
3471	2	2327	6
1611	50	2555	6
6	4	63	6
335	17	218	6
206	3	484	6
140	25	812	6
6	0	22	6
4654	3	361	6
552	21	80	6
37	27	145	6
6	12	487	6
1646	0	921	6
6	14	22	6
1324	1	206	6
1	55	8	6
19	20	17	6
34	52	11	6
145	3	37	6
376	9	72	6
830	7	161	6
147	7	202	6
182	0	386	6
218	17	335	6
2959	1	13	6
218	0	1219	6
457	2	310	6
543	12	20	6
493	14	156	6
3471	2	751	6
130	4	1	6
226	0	24	6
117	10	377	6
115	3	175	6
6788	35	8	6
3	9	676	6
45	6	279	6
189	9	16	6
0	0	5	6
153	2	310	6
17	10	19	6
545	0	383	6
29	17	335	6
175	5	115	6
205	13	2	6
206	1	1324	6
170	21	172	6
31	26	65	6
145	3	57	6
37	13	57	6
583	3	646	6
475	3	18	7
646	3	583	7
62	29	5	7
8	11	87	7
57	13	37	7
37	0	57	7
446	11	78	7
4570	8	1715	7
310	2	180	7
1610	11	3	7
102	2	554	7
255	6	16	7
4617	0	360	7
1023	0	126	7
59	7	8	7
1061	4	353	7
213	49	3	7
3	48	56	7
202	3	429	7
44	2	1248	7
3	88	1222	7
31	8	100	7
63	5	6	7
1	5	1398	7
18	6	31	7
59	1	42	7
583	3	646	7
248	0	1195	7
44	30	3	7
52	28	309	7
14	1	836	7
936	0	2780	7
1222	1	1248	7
115	3	16	7
2219	10	140	7
86	0	322	7
1867	0	292	7
59	19	42	7
484	0	1	7
248	0	1	7
1041	7	1517	7
8	43	400	7
1	5	484	7
149	0	5239	7
1209	0	1	7
23	40	80	7
1751	2	1910	7
42	1	59	7
42	2	8	7
48	13	2	7
12	3	6	7
2	8	9	7
2111	6	16	7
2	2	90	7
34	3	1	7
1398	4	1	7
477	14	6877	7
143	2	2176	7
153	3	310	7
202	3	1	7
6422	18	559	7
165	14	16	7
6	0	1	7
2428	10	3386	7
154	10	3	7
295	4	10	7
1041	1	153	7
142	3	1	7
2	28	52	7
501	1	150	7
1	16	8	7
484	1	14	7
141	26	11	7
836	1	14	7
873	10	8	7
12	3	21	7
57	5	145	7
10	5	295	7
31	78	18	7
233	9	53	7
185	1	329	7
37	13	57	7
245	9	82	7
287	0	6	7
145	4	57	7
6	4	63	7
389	49	6896	7
12	1	6	7
389	49	2088	7
429	2	14	7
99	23	389	7
484	4	1	7
93	6	92	7
19	2	17	7
141	2	60	7
253	6	628	7
16	2	36	7
484	7	1	7
123	3	51	7
264	2	757	7
833	2	2958	7
2034	13	5065	7
13	1	289	7
21	3	12	7
1813	7	457	7
3808	33	2834	7
6764	3	751	7
100	185	18	7
3170	11	313	7
2078	0	594	7
3201	0	731	7
164	1	47	7
354	0	1	7
324	8	9	7
47	29	5	7
15	29	161	7
156	2	493	7
289	1	13	7
4977	60	139	7
316	13	1	7
1248	1	1222	7
149	0	86	7
2959	1	13	7
437	1	610	7
2589	0	1195	7
290	1	529	7
57	1	145	7
4	7	145	7
5065	49	2034	7
649	3	1	7
129	21	918	7
1579	0	100	7
933	0	912	7
529	1	290	7
42	0	8	7
145	0	37	7
3374	2	31	7
74	6	81	7
142	0	1	7
2	69	9	7
1078	108	1903	7
6	15	12	7
1579	2	31	7
457	9	310	7
329	1	185	7
78	10	446	7
253	6	1083	7
22	20	2290	7
353	5	1061	7
202	16	1	7
3452	8	310	7
62	9	0	7
44	41	3	7
473	0	330	7
922	6	146	7
145	1	57	7
93	6	511	7
47	1	164	7
6	3	12	7
106	6	2	7
22	38	2290	7
4977	60	5	7
31	10	100	7
477	0	5439	7
42	19	59	7
87	35	8	7
31	3	18	7
1980	23	16	7
361	2	317	7
1439	6	5659	7
719	10	242	7
640	0	145	7
13	1	2959	7
131	0	72	7
968	4	15	7
286	0	61	7
1003	9	155	7
103	8	64	7
1346	1	14	7
224	0	120	7
2176	0	20	7
324	2	9	7
362	6	211	7
166	6	121	7
44	14	10	7
10	26	8	7
580	2	4051	7
6	1	12	7
1248	1	44	7
19	6	17	7
153	1	1041	7
14	7	67	7
42	70	796	7
122	126	3559	7
65	97	18	7
5863	26	4223	7
15	5	968	7
482	10	64	7
14	0	1	7
150	1	501	7
57	3	37	7
361	2	5	7
47	7	5	7
812	21	140	7
14	1	1346	7
57	1	37	7
14	1	484	7
7052	2	1150	7
44	1	1248	7
628	10	49	7
142	2	21	7
610	1	437	7
319	0	48	7
2	9	9	7
74	44	29	7
5	49	3350	7
19	18	17	7
20	35	30	7
457	9	3500	7
19	3	17	7
2179	8	404	7
1	5	836	7
1922	2	2978	7
12	15	6	7
1966	0	391	7
2	29	9	7
37	1	57	7
1	16	202	7
16	10	32	7
35	46	73	7
180	10	1801	7
836	4	1	7
18	29	31	7
8	11	873	7
640	0	37	7
166	18	121	8
63	5	21	8
248	4	1	8
3	48	56	8
57	13	37	8
1	5	836	8
1	5	248	8
1	5	484	8
311	3	3	8
1248	1	1222	8
224	0	120	8
0	16	7	8
36	18	581	8
146	8	922	8
1982	111	982	8
45	6	279	8
14	1	484	8
423	3	20	8
0	63	353	8
639	0	5624	8
2660	10	247	8
186	13	3053	8
37	13	57	8
3854	0	218	8
218	85	5043	8
31	20	475	8
64	34	127	8
461	1	6	8
2215	0	714	8
52	8	2	8
136	1	3440	8
17	23	19	8
39	4	10	8
19	9	17	8
101	34	5070	8
592	7	67	8
453	20	81	8
59	2	42	8
461	0	6	8
4205	97	2555	8
4	39	15	8
31	3	18	8
1541	3	20	8
11	7	141	8
2219	10	140	8
8	12	4	8
3354	10	180	8
591	7	1085	8
44	6	3	8
3	15	616	8
42	19	59	8
100	83	18	8
842	3	44	8
6	4	63	8
146	65	425	8
146	10	425	8
10	6	1342	8
861	0	467	8
38	13	6	8
11	0	7	8
484	1	206	8
434	0	9	8
76	2	2	8
974	0	717	8
206	0	1	8
3860	7	2577	8
3351	0	1138	8
149	0	5239	8
64	45	482	8
208	1	4494	8
614	1	10	8
87	10	8	8
484	0	1	8
1603	7	476	8
129	21	918	8
58	16	202	8
383	10	821	8
63	5	6	8
475	3	18	8
10	7	864	8
59	19	42	8
4494	1	208	8
233	6	896	8
758	0	52	8
1222	1	1248	8
1566	26	0	8
991	2	3	8
264	5	836	8
4	12	8	8
65	97	18	8
1845	83	15	8
19	18	151	8
1233	3	58	8
8	7	1	8
836	4	1	8
119	43	17	8
484	4	1	8
57	5	145	8
2215	24	1585	8
57	12	1903	8
105	1	783	8
247	11	2660	8
53	0	287	8
311	3	188	8
1966	0	391	8
974	1	717	8
615	0	1185	8
873	35	8	8
2	9	9	8
3053	13	186	8
4	7	35	8
1627	1	989	8
1903	12	57	8
115	61	175	8
484	3	14	8
1398	0	1	8
59	1	42	8
6	2	11	8
310	2	180	8
11	20	7	8
6	14	22	8
528	0	933	8
74	6	81	8
76	0	9	8
812	21	140	8
484	7	1	8
3248	2	2730	8
602	3	1	8
14	0	1	8
744	18	578	8
1	5	626	8
145	4	57	8
484	1	14	8
797	32	2	8
126	9	1023	8
10	1	614	8
32	2	16	8
161	8	436	8
6	4	10	8
2	129	799	8
717	1	974	8
735	9	16	8
3440	1	136	8
37	12	57	8
1686	1	980	8
59	7	42	8
4680	1	5131	8
744	136	31	8
757	95	38	8
21	1	22	8
228	20	9	8
6	3	12	8
200	32	2257	8
257	17	836	8
2	2	105	8
215	9	125	8
45	0	108	8
56	9	320	8
89	62	117	8
3440	1	2514	8
6	12	22	8
42	1	59	8
11	53	312	8
22	1	21	8
57	12	37	8
1211	29	57	8
7	16	0	8
10	7	1	8
3	20	842	8
370	13	140	8
836	4	264	8
52	2	2	8
248	0	22	8
354	0	1	8
1813	7	457	8
626	4	1	8
290	0	1138	8
2514	1	3440	8
67	16	1	8
2150	0	100	8
119	6	17	8
206	0	484	8
48	0	9	8
20	12	423	8
3417	0	161	8
38	95	757	8
20	6	5492	8
673	2	3	8
5667	2	4734	8
922	6	146	8
100	183	18	8
641	74	99	8
136	1	2514	8
1817	9	72	8
21	4	63	8
5131	1	4680	8
32	8	16	8
812	10	140	8
783	1	105	8
3146	0	113	8
2	2	1168	8
140	24	137	8
1541	0	423	8
11	28	141	8
28	23	9	8
17	58	19	8
42	0	8	8
1594	0	812	8
10	52	316	8
8	32	2257	8
19	6	17	8
0	8	5	8
2466	0	182	8
980	1	1686	8
376	0	844	8
9	50	2	8
6	1	461	8
0	52	316	8
22	12	6	8
16	20	36	8
248	0	1	8
1845	24	436	8
836	17	257	8
1078	0	43	8
423	12	20	8
2493	0	931	8
12	3	6	8
310	14	153	8
735	0	36	8
206	1	484	8
0	128	57	8
6	13	38	8
2514	1	136	8
117	35	2624	8
4	56	15	8
1	16	67	8
202	16	58	8
2152	26	15	8
989	1	1627	8
6	3	10	8
10	5	39	8
8	9	510	8
10	5	6	8
9	15	6897	9
673	2	3	9
1276	14	17	9
57	1	1903	9
1	1	484	9
310	1	1296	9
1903	1	57	9
37	1	43	9
179	5	949	9
2176	0	1662	9
240	29	1907	9
392	39	1	9
484	0	14	9
46	2	284	9
420	10	2	9
143	0	20	9
11	61	7	9
995	0	21	9
1337	12	1065	9
1211	5	3710	9
125	23	559	9
361	1	1580	9
9	9	197	9
300	0	335	9
218	85	5043	9
1296	1	310	9
501	2	211	9
39	3	10	9
153	1	1041	9
1211	7	57	9
819	3	1	9
8	0	2106	9
2956	0	105	9
5314	8	755	9
3912	26	233	9
283	0	5	9
48	0	9	9
43	5	37	9
605	6	450	9
704	1	773	9
14	1	484	9
142	2	21	9
538	0	0	9
1479	7	531	9
11	80	7	9
1	5	257	9
4	19	35	9
2	9	197	9
484	117	1	9
57	28	173	9
4	7	35	9
739	3	37	9
159	1	211	9
894	6	60	9
23	5	732	9
63	4	70	9
99	23	389	9
803	13	928	9
146	10	425	9
641	74	99	9
732	4	23	9
63	5	6	9
1517	0	153	9
257	4	1	9
43	1	37	9
166	18	121	9
283	6	365	9
141	0	5093	9
10	6	1342	9
1966	0	391	9
1	1	827	9
10	13	5	9
1928	13	629	9
1211	7	3710	9
1355	111	696	9
42	7	59	9
1258	1	949	9
2245	3	3034	9
52	2	252	9
3	36	154	9
328	1	38	9
543	1	336	9
9	2	799	9
3	9	47	9
312	28	141	9
519	1	711	9
6	4	63	9
284	25	942	9
336	1	543	9
2563	7	123	9
2509	3	18	9
2121	28	4114	9
744	136	31	9
826	8	275	9
6	4	95	9
115	29	16	9
389	2	99	9
1928	0	860	9
15	71	408	9
949	1	1258	9
49	3	1	9
6914	50	982	9
1	5	130	9
205	0	9	9
2466	11	2905	9
583	1	646	9
89	9	117	9
873	35	8	9
398	14	31	9
673	29	2203	9
176	8	87	9
122	0	5493	9
35	3	22	9
3078	8	692	9
209	2	31	9
362	0	211	9
129	21	918	9
484	4	1	9
3912	26	576	9
1580	1	361	9
1	16	8	9
247	11	57	9
949	2	172	9
10	0	5	9
1931	1	39	9
37	4	43	9
4	39	15	9
1457	10	2	9
646	1	583	9
868	20	831	9
1003	6	155	9
55	58	273	9
744	0	954	9
732	2	741	9
153	0	1517	9
3	8	44	9
55	42	6891	9
251	2	2	9
26	12	569	9
1050	2	343	9
251	9	2	9
3710	4	1211	9
1994	6	1281	9
19	6	17	9
93	43	92	9
292	8	688	9
1206	0	197	9
3228	1	301	9
495	3	146	9
185	2	11	9
9	0	197	9
688	8	2970	9
683	0	9	9
70	5	63	9
142	8	6	9
4020	9	919	9
42	19	59	9
180	2	1041	9
10	7	692	9
38	1	63	9
370	6	140	9
5	13	10	9
153	2	1517	9
3	2	1468	9
425	65	146	9
17	13	92	9
711	1	519	9
173	0	2341	9
9	150	136	9
59	1	42	9
12	19	6	9
29	6	81	9
2629	0	19	9
102	1	164	9
19	18	17	9
583	12	646	9
1041	1	153	9
354	0	1	9
456	21	18	9
99	29	389	9
153	29	1517	9
2121	7	111	9
76	2	2	9
484	1	14	9
508	0	5927	9
692	0	0	9
2962	14	610	9
1	5	484	9
119	111	3607	9
646	12	583	9
211	1	159	9
4	8	15	9
3217	74	548	9
164	1	102	9
3	9	44	9
812	10	140	9
1041	118	153	9
246	34	155	9
0	57	67	9
244	0	482	9
3234	10	20	9
317	2	3	9
6	19	12	9
42	0	8	9
57	0	37	9
14	0	1	9
1164	3	67	9
228	2	9	9
59	2	42	9
1380	0	2466	9
92	13	17	9
670	2	55	9
0	15	339	9
386	39	57	9
576	0	183	9
142	0	1	9
59	19	42	9
3417	8	25	9
20	11	3234	9
35	19	4	9
362	49	211	9
3	8	47	9
42	1	59	9
16	8	1146	9
522	0	15	9
484	1	1	9
5	7	148	9
63	1	328	9
1096	1	2165	9
827	1	1	9
130	4	1	9
328	1	63	9
39	1	1931	9
2165	1	1096	9
949	4	179	9
457	29	1517	9
153	2	1041	9
12	13	6	9
9	0	90	9
301	1	3228	9
1337	0	724	9
569	12	26	9
212	7	1021	9
2	2	205	9
1380	0	2905	9
218	0	57	9
57	46	37	9
666	6	3	9
3	10	275	9
773	1	704	9
796	10	117	9
484	52	1	9
95	5	6	9
108	21	45	9
6	13	12	9
63	1	38	9
117	10	796	9
1065	12	1337	9
38	1	328	9
1498	3	1	9
596	2	0	10
3217	0	548	10
3	22	275	10
18	2	31	10
3217	42	548	10
119	0	19	10
269	0	317	10
18	29	31	10
169	76	268	10
253	0	49	10
51	0	36	10
57	46	37	10
