710	40	711
712	9	713
714	110	715
718	28	719
720	74	721
722	9	723
724	37	120
305	11	726
727	13	728
731	30	411
736	168	36
737	79	738
185	136	741
742	52	743
744	169	745
748	79	749
58	170	750
751	149	751
752	123	753
754	17	35
761	124	762
763	9	764
765	84	635
770	11	771
772	21	251
775	11	776
777	37	778
781	73	214
301	96	782
784	38	785
786	52	787
791	16	792
793	52	794
795	117	796
802	20	803
804	54	5
809	43	101
810	178	811
814	136	815
816	169	817
440	50	818
822	181	823
824	46	567
825	1	826
827	182	828
829	3	488
832	183	833
834	20	546
835	20	278
836	13	837
838	11	839
844	43	101
300	11	845
211	69	846
849	42	583
850	186	851
854	84	635
856	140	857
862	52	4
868	189	869
870	30	871
872	61	873
874	190	875
878	191	879
880	20	140
884	73	214
888	61	889
892	49	0
514	61	896
897	38	898
899	28	900
904	48	58
905	8	174
906	73	214
909	79	910
911	43	101
912	62	913
914	195	915
916	11	917
918	11	919
929	3	930
931	37	932
933	196	934
937	157	938
939	197	940
626	38	943
947	37	682
950	59	951
954	61	955
956	75	957
960	198	961
964	2	965
902	186	477
966	19	967
968	16	792
461	48	58
969	9	970
974	16	975
981	28	982
869	58	983
984	59	146
985	200	986
989	147	569
990	181	991
994	136	334
995	42	583
996	154	657
998	202	999
385	129	1000
1001	136	815
1003	16	1004
1005	37	1006
1007	20	58
1009	169	1010
1011	203	1012
544	49	1014
1015	11	1016
1017	58	1018
1019	205	993
902	69	1022
1025	206	444
1026	37	1027
1028	207	1029
1030	84	58
1031	73	214
1034	124	1035
1036	19	1037
1038	118	1039
1049	136	508
1050	20	546
1051	50	1052
314	124	1053
1056	134	1057
1058	169	1059
1043	28	1061
1062	20	1063
1064	75	677
1065	209	657
1066	157	1067
657	190	1070
971	30	1078
845	50	838
1080	1	1081
1082	9	1083
1084	43	101
1088	210	1089
1093	52	1094
1095	2	1096
1097	157	1098
1100	211	138
1101	13	1102
1052	79	1103
697	61	1106
1107	3	1108
1110	212	1111
1115	13	1116
1117	3	1118
1119	214	833
1120	50	1121
1122	196	1123
1124	38	1125
1131	3	1132
1133	28	1134
1135	13	1136
1137	117	393
1140	13	1141
1142	13	1143
1146	79	1147
1148	8	10
1149	217	1150
1151	203	1152
624	119	1153
1154	8	9
1006	11	1158
1159	119	1160
1156	219	1164
504	124	1170
508	136	1171
1173	48	247
1176	11	1177
1178	30	391
1182	47	1183
1184	61	1185
1186	61	1187
1188	37	1189
1190	37	1191
55	37	54
30	15	1194
1195	196	1196
1202	38	1203
1204	13	1205
1209	28	1210
211	136	1212
825	89	251
1217	222	474
1219	50	1220
1221	60	1222
552	54	1223
1227	223	1228
1229	224	1230
1231	41	24
1232	3	1233
1241	129	1242
1243	212	709
1244	84	58
1245	40	1246
1247	37	1248
212	136	1251
1007	52	253
1256	227	1257
571	3	1261
1262	65	1263
1266	3	1267
1268	168	36
1269	168	36
1273	228	1274
1136	61	1276
1277	230	1278
1285	37	1286
1288	106	1289
1292	205	659
1293	202	1294
1296	232	1297
1298	48	1034
1299	58	1300
1301	30	1302
1276	209	657
1307	233	240
211	69	1310
1312	15	211
1313	34	1314
1316	54	1317
1318	107	138
1323	30	1324
1325	3	1326
1327	142	1328
161	11	1329
131	13	1330
1335	212	1336
234	79	589
1337	30	338
1341	235	1342
1231	236	1343
182	65	1344
363	16	108
1357	20	1358
1359	30	667
1360	13	1361
1362	105	1363
1364	190	1365
1366	17	35
1367	11	40
1368	38	1369
1370	73	638
1371	84	58
644	38	1380
924	20	1381
1382	42	1383
1384	50	1385
1386	11	1387
1388	123	1389
726	20	140
1397	52	1398
1399	2	1400
1401	241	1402
1403	13	1404
1146	79	1405
1409	20	1410
1412	105	1413
1422	8	9
1423	117	1424
236	48	58
1433	39	1434
1442	30	230
199	79	1450
1454	209	1455
1456	49	546
1457	157	1458
1461	30	1462
1463	250	1464
209	21	251
463	11	1470
998	40	1471
1472	21	1473
1474	129	1475
1477	37	1478
1479	28	1480
1481	30	1462
1486	37	1487
1488	3	418
1001	186	1489
1492	41	1493
1495	11	1287
1496	9	1497
1502	38	1503
1504	157	1505
1003	11	1506
1507	21	251
185	69	1510
1254	52	207
1514	61	1515
1516	46	1517
1518	11	1519
1520	118	1039
1524	254	535
968	16	1526
1527	4	9
1528	8	10
375	113	1529
1530	79	1531
1534	256	1535
1536	73	638
1538	3	639
1540	257	49
1541	258	1542
1543	191	1544
1545	259	138
269	37	1547
1548	101	1548
306	50	806
454	30	230
1549	20	247
1552	42	1553
1554	16	1555
1556	261	1557
1558	3	1559
1560	19	1561
1547	11	249
581	49	1563
1564	8	10
1565	140	1566
1006	79	1568
1569	38	1570
1572	37	932
1573	209	1574
965	50	1575
1576	157	1577
1003	11	1581
1582	37	974
1586	58	1587
1588	265	443
1207	266	1206
983	105	1592
1594	30	71
1597	136	1598
1599	73	638
1604	20	1063
1605	40	1606
1608	202	1609
1610	267	635
1611	84	58
1612	88	1613
1614	195	1615
1616	11	1617
1623	269	653
761	28	1624
1625	211	138
1049	15	653
537	13	1627
1629	46	1181
1630	37	791
1633	20	1634
1635	49	247
1638	129	1639
1642	48	761
1647	37	1648
197	13	1651
149	61	450
1652	30	1104
31	136	334
637	9	1654
1661	169	1662
1341	235	1663
1664	119	812
1620	13	1667
436	54	1669
1183	13	417
1672	47	1673
1674	60	1675
1677	37	1678
1518	11	1476
1683	181	1684
1687	20	1688
1689	13	1690
1691	75	1692
1704	9	1705
1499	56	138
1708	168	36
333	15	1709
1710	119	1711
1713	278	635
1714	279	155
1715	21	251
1716	40	1717
1718	13	1719
542	11	1722
902	136	1723
1730	257	1068
1731	48	1732
4	2	1733
1734	37	1735
1736	42	1737
257	39	1738
1740	79	1741
1745	228	104
1746	133	1747
1722	50	1749
1751	37	760
745	54	1752
1753	42	1754
372	28	1757
1232	61	771
528	13	1233
1758	13	1249
1759	20	443
1762	37	1763
1764	50	273
1769	281	1770
1779	20	1634
1780	269	902
703	196	1781
1784	20	1785
1786	47	1787
1790	136	1791
1793	283	1794
1795	284	138
1798	105	1799
1800	211	138
1642	20	1358
1410	132	1804
1805	39	1806
1809	19	1810
1811	67	185
1812	46	779
1813	214	833
1816	168	36
1822	37	1823
1824	13	1825
1826	3	1827
1829	20	1785
1199	269	334
1832	56	138
635	28	1833
174	261	1834
1837	19	1838
1843	3	436
1852	13	44
58	170	1855
1856	281	1857
1859	181	1860
134	11	1863
1864	84	706
1870	50	1871
972	79	1875
1732	230	1278
1881	52	414
1221	60	1882
1884	52	253
1885	28	1886
1888	67	815
1889	37	1890
1891	84	58
58	170	1893
1895	289	1896
1897	290	1898
1899	69	1900
1904	21	43
1905	37	1452
1906	59	1274
1907	119	1908
1909	13	1910
1911	3	1803
1916	4	17
1920	30	1104
1921	293	886
1922	294	1923
1924	49	1925
1929	295	1160
176	28	1932
63	13	1101
1933	119	1934
1811	30	1935
1940	8	10
1941	16	1942
144	34	1945
1946	52	253
774	37	682
1952	52	1398
1955	30	667
1836	181	1959
1003	11	1962
1963	61	1964
1965	42	1966
1970	79	1971
1974	73	214
1975	30	202
1496	13	1977
831	38	1978
1979	30	241
1980	9	1981
647	279	646
1984	37	1985
1986	181	1987
273	11	1020
1993	298	1994
1995	233	240
1996	75	1997
1998	3	1999
2000	9	2001
313	52	1427
2005	13	2006
1068	28	2007
2009	269	335
2011	84	58
635	28	2012
19	20	1034
2015	119	2016
653	186	2019
568	4	17
432	38	2021
2022	54	2023
2030	13	2031
2032	9	2033
1190	13	1117
2037	17	35
2039	48	1043
1117	13	2040
1033	129	2042
2043	21	251
2044	28	2045
939	123	1511
2050	11	2051
2052	30	667
2053	104	2054
2055	1	2056
2059	136	1281
2063	191	1544
2068	305	2068
2069	16	2070
2071	11	2072
2075	200	251
2076	129	2077
907	21	986
2078	205	2079
2080	20	176
2081	20	2082
2083	56	138
2084	306	635
2085	307	2086
2087	3	2088
2089	30	1104
2093	20	2094
2101	228	1274
2102	186	2103
2104	88	2105
2106	20	2107
2111	15	2112
1029	61	2113
1506	20	2114
375	113	2115
2116	169	2117
2118	16	2119
2120	20	58
2121	15	815
1119	13	2067
2130	4	9
2131	13	1132
2133	9	2134
2135	227	2136
2137	20	118
2138	74	2139
2141	52	4
2142	233	240
635	28	1610
1194	15	877
767	20	2146
2150	20	2151
2152	84	635
2114	41	24
2156	314	2157
2159	119	2160
2161	250	2162
1306	52	248
793	224	1230
502	30	667
1271	2	782
2167	224	1230
608	3	661
2168	168	36
2169	149	2169
2177	13	2178
2179	228	988
2189	20	58
2191	181	2192
2195	168	36
2198	62	2028
108	47	2199
2200	46	779
1802	219	2201
2204	30	2205
2206	9	2207
2210	3	2211
653	69	2214
2215	20	2216
2222	13	2223
2224	317	545
2227	298	2147
2230	140	2231
2232	30	230
877	104	2053
1785	2	2237
2243	19	2244
388	13	2245
2246	43	101
2247	20	41
2248	47	2249
2250	38	2251
2074	49	2254
2255	3	1762
2257	43	101
1643	61	2258
2261	67	815
122	3	2264
2265	79	2266
2267	142	2268
2270	43	101
2271	321	58
1485	38	2272
211	136	2275
2277	129	453
2278	59	988
581	49	2279
2280	293	2281
2283	30	2284
150	19	2289
2292	67	1899
2295	16	975
2297	61	2298
2299	11	1603
2302	43	101
2307	119	2308
375	60	2309
662	13	109
895	39	2310
2313	209	75
250	46	1181
1535	67	211
2316	73	214
2058	21	43
2319	235	2320
2321	84	58
972	16	2323
2327	20	2328
27	13	26
2335	78	2336
2339	142	2340
635	132	1145
375	113	2345
2348	323	2349
2350	30	2226
2351	40	2352
1929	124	2356
2357	324	50
2358	154	913
2359	84	58
2360	153	2361
942	52	2362
2364	4	10
2365	52	1398
1189	79	388
2367	43	101
2369	61	2370
801	195	2371
488	13	2373
2376	211	138
2378	326	2379
2381	228	1556
2382	169	745
2383	13	155
2386	134	2387
2388	48	1785
1284	62	2389
212	15	2392
2393	43	101
2394	307	2395
2397	3	2398
2401	1	2402
998	40	1190
2404	69	2405
2406	62	2407
2409	257	1068
902	69	1414
1207	43	101
750	28	2412
2413	136	2414
2415	8	10
375	74	2416
2417	168	36
2419	202	223
2420	37	1175
2422	61	2243
2423	9	2424
2426	84	635
2427	109	879
2428	30	391
2429	13	2430
2432	28	2433
2442	202	303
2445	84	58
335	186	564
2449	169	2450
2451	328	2425
2363	30	241
755	11	2455
2456	140	2457
1802	219	1801
2461	65	2462
2463	28	2464
2465	9	2466
635	28	397
2468	46	567
369	11	2001
2469	330	2186
861	20	1410
2471	17	35
2472	61	2215
2473	17	35
2474	3	2475
2477	4	17
2478	30	338
2479	67	1001
966	50	2480
2482	261	2483
1003	79	1037
650	119	2486
1105	3	1999
1316	54	2487
682	79	2488
2491	11	1596
1557	123	442
2494	39	2495
2498	37	1823
2500	52	2501
2506	257	49
2102	15	902
2512	38	2513
2514	9	2515
2517	13	2518
89	40	2519
2520	3	2521
29	335	278
2525	37	806
2526	20	41
2527	20	635
2531	290	2532
760	16	2535
2536	38	2537
2539	186	2540
2541	37	748
1648	11	2545
2546	58	2547
2548	41	24
2549	110	2550
2551	8	174
2552	30	230
2555	340	2556
2557	47	2558
571	3	428
2559	43	101
2561	28	2562
2565	169	1662
2572	79	456
53	181	2573
2575	30	230
1884	157	2576
2578	30	860
2579	265	2580
2585	84	706
2586	323	2587
2589	28	2590
2592	9	2565
1194	15	2112
663	16	1942
2595	20	761
2597	50	273
2599	73	214
2601	28	2602
2603	95	2604
1557	59	1280
972	16	2605
2606	13	2607
2609	3	1107
1271	2	2610
2612	107	138
2615	42	657
2621	37	2622
155	13	2623
2176	46	779
2626	52	2627
2628	73	214
2629	196	2630
58	28	2631
1905	9	2633
2634	169	745
454	119	657
2544	52	207
414	2	480
1783	13	2639
2640	129	2641
2642	67	1212
1152	52	222
2648	205	2649
2650	205	2651
2034	123	710
2657	13	2658
2659	37	2048
2660	8	17
966	21	986
2672	117	2673
2675	69	2676
17	261	2679
2683	348	2684
2686	349	2687
1904	52	1095
36	350	2688
1285	30	241
1094	2	2691
2692	210	2693
2694	305	2694
2697	9	2698
2701	40	938
2702	1	1488
2703	54	2704
2707	37	1890
2708	37	2709
2711	39	2712
2713	198	2714
2715	209	2018
2716	20	58
419	11	2719
134	11	2626
2722	30	230
2723	61	2724
2726	9	2727
373	79	1371
2728	3	2729
2730	168	2731
2735	355	2736
1101	9	2737
1370	30	338
344	356	2738
2739	3	2740
2744	2	873
2746	145	2217
1692	42	2747
2748	69	2749
2750	200	986
269	54	2751
839	19	2752
2753	4	17
892	49	1304
1579	19	1087
2754	358	2755
2757	65	1045
2758	37	2759
2760	3	2657
1003	11	2761
2762	20	1634
1531	37	234
2766	105	2767
2770	74	2092
2771	9	2772
2773	361	2774
2775	54	2776
2777	20	2778
1143	13	2779
2780	20	714
2783	4	9
2792	79	2793
2017	362	138
1024	0	2795
2800	48	58
2803	38	2804
2075	13	2249
2808	30	99
1358	132	789
2809	46	107
2810	61	2058
2813	37	1518
569	254	2814
2815	37	1162
541	61	209
2818	105	2819
2820	37	2071
235	30	2226
1486	9	2821
2822	30	2823
612	11	2824
211	186	2830
2832	39	863
791	11	2834
2835	3	2005
2836	13	2837
2838	38	2839
2840	140	600
2842	20	2843
2844	13	1758
2846	281	2847
2848	250	2849
2857	28	2858
2859	46	2860
2780	50	1518
2861	106	2862
1485	38	1734
1602	69	2865
2866	4	174
1944	11	2867
2868	200	251
2869	42	2870
2873	305	2873
2874	211	1542
2396	119	1068
2877	368	2878
2879	61	889
2881	153	2882
2883	61	2736
204	13	1174
2885	56	138
2754	3	2796
2891	233	240
2892	13	418
2896	30	1104
2282	168	36
2898	19	2899
2900	30	651
2901	84	635
134	16	2391
2905	20	2906
2908	42	2909
2911	28	2912
572	38	2914
2917	182	2918
103	2	2919
1912	261	2920
2098	30	202
2923	202	1508
2866	8	10
2924	37	2620
45	42	2187
1856	281	2925
2926	58	2927
2930	37	1252
2932	43	101
1271	2	2933
2935	9	2936
2938	37	1518
2941	37	682
2245	61	953
2944	38	2945
2946	47	2947
2950	362	138
42	19	2951
552	54	2952
2955	20	1634
1068	34	2361
375	113	2958
2959	140	2960
2963	11	2964
2965	118	2966
2967	3	2836
729	9	2969
1166	104	211
2972	34	1314
2976	20	2977
2978	52	222
2981	84	58
371	20	443
1972	47	2986
2987	211	138
185	136	335
2988	52	2989
2990	15	902
2991	16	2248
1142	13	2994
2998	340	2999
3002	294	983
3003	73	214
3006	261	3007
3008	13	3009
3010	37	1086
3013	38	3014
3015	191	879
3017	21	251
3018	13	3019
3021	19	1559
53	181	3022
1072	168	36
3025	21	43
1891	37	682
3026	47	1359
3027	61	3028
3029	157	3030
64	119	2028
3031	326	979
165	73	214
3033	168	36
2262	46	3034
2977	41	24
665	9	664
2366	46	225
3038	8	9
3039	17	828
1602	15	850
3046	182	2534
1474	129	3047
3050	61	3051
3052	9	3053
3057	380	1785
3062	48	58
1431	9	2955
2785	3	3068
791	11	3069
791	11	3070
3076	383	1556
3078	11	742
787	2	3079
3082	384	2763
3084	42	2018
635	2	3086
3087	3	3088
3091	13	1531
3092	73	214
2278	228	1274
1085	47	3093
2452	46	567
1558	13	3098
2314	385	3100
806	11	3101
2225	385	497
2698	157	2797
3106	61	3107
1926	37	2004
2028	307	3110
6	13	3111
3112	40	2029
1454	20	58
1043	170	3113
3115	84	3116
765	37	373
1660	261	3118
717	140	2839
3121	368	2878
3122	20	3123
3124	46	562
3127	169	1376
3128	15	3129
3134	43	101
1328	9	3135
3136	39	3137
2921	21	3138
3139	17	35
1156	181	3143
319	9	3144
2926	58	539
1942	47	3149
373	79	3150
3151	202	3152
2521	3	3153
3154	123	3155
3156	13	1810
3158	46	1618
3160	37	806
3162	79	3163
3164	30	2823
630	11	3165
3166	84	706
3168	47	3169
2966	49	3170
58	28	205
2678	20	635
3182	43	101
346	298	3185
2339	37	3186
3187	140	3188
3190	389	3191
3193	228	988
706	170	3194
3195	13	1328
3196	384	3197
2895	209	3198
3199	15	3200
1271	2	3202
3203	73	214
1395	16	3204
3205	48	2254
3206	16	975
3186	16	3207
3208	61	3209
3210	73	214
3211	9	2596
3213	73	214
3215	47	3216
2057	11	2180
3227	37	1086
1594	30	1927
3229	13	3230
1836	181	3231
3232	391	3233
3239	393	1039
3240	294	3241
2200	20	278
2777	20	3242
3245	37	3246
3247	39	3248
3249	140	3250
3251	211	3252
3253	47	3254
604	261	3118
3079	52	787
196	40	3255
3258	38	3259
3260	50	1347
3261	104	335
3262	307	3263
1587	105	3266
1840	79	1193
3269	153	3270
3271	43	101
3272	134	2359
462	13	368
3277	30	1333
3278	49	3279
2575	30	667
10	261	3285
3287	30	1104
3290	78	3291
3292	396	3293
3294	3	3050
1559	119	2028
3295	154	3296
3297	4	9
1773	84	706
970	19	1643
908	37	199
3298	3	3299
455	39	3300
3301	9	953
3302	30	2823
3303	2	3304
3305	196	3306
3307	105	3308
56	205	3310
1296	73	214
3312	47	420
3313	37	1175
653	15	3314
3316	257	2044
3322	140	3323
3324	397	3325
164	3	3326
3329	399	212
3181	75	3330
494	385	1747
3335	136	3336
959	400	988
804	54	40
3337	202	3338
3274	49	3342
3344	9	3345
3346	37	2004
3207	47	3348
3349	37	3350
3351	196	1287
3352	16	108
2303	11	2258
3354	224	1230
53	181	3355
3356	9	3357
9	261	3360
3364	212	3365
3367	4	174
3368	13	3369
2429	61	2851
129	2	3354
3373	323	3374
3376	46	779
3377	50	3378
3379	328	517
3380	61	339
3381	124	3239
3386	30	2484
2309	41	328
3390	52	253
3394	20	2309
3395	109	879
890	13	2664
1474	129	3396
10	261	3397
3398	404	3399
3402	3	3403
3405	113	2701
3407	52	743
1787	30	2823
3411	30	99
3412	105	3413
3415	212	3416
3419	56	138
1043	124	1739
1037	37	2299
760	11	3428
3429	3	3430
3434	13	3435
21	11	3109
333	136	3440
3153	3	571
1052	79	3442
1206	8	174
3443	11	3444
3451	328	3452
3455	9	2806
1326	42	657
3458	30	338
888	61	3462
343	19	3463
3464	149	3464
3465	214	833
3390	212	3466
2128	265	635
717	140	3467
2794	11	3468
312	38	3469
3470	40	3471
2922	123	3472
3473	13	3474
3480	52	4
3481	48	1929
988	412	1280
3482	197	3483
3445	38	3485
3486	119	3487
3490	414	3491
3492	13	3493
3498	142	3499
3500	224	1230
3502	415	3503
900	101	900
1003	79	3507
3508	19	3509
3512	19	3513
3515	235	3516
174	261	3523
3525	16	238
546	124	3526
10	261	3527
2057	11	1516
3529	209	1455
3530	84	58
3531	1	3532
3533	4	17
3535	38	3536
1382	200	251
333	15	1001
3538	212	3539
3541	75	3542
3543	37	909
896	19	1266
3545	28	1987
3546	50	3547
3548	30	3549
3550	37	386
2057	79	3551
1674	60	3553
1043	28	3554
3555	37	3556
1525	9	3561
3563	136	3564
3565	13	3566
3568	157	3569
2471	157	3570
2605	47	3571
116	48	635
3572	28	3573
3575	418	1514
3576	46	3577
3582	119	2915
3583	52	267
3587	13	3588
3589	79	640
150	20	176
1946	169	817
3592	30	2823
79	2	3598
3602	88	3603
2921	20	1688
3605	40	3606
526	21	986
3610	40	3611
690	73	638
3613	46	107
21	11	1603
3615	11	401
3617	38	3618
3619	37	1286
3622	209	3623
247	124	3624
875	123	3626
1395	11	3627
3629	9	3630
3631	21	3632
3275	8	9
955	46	107
3464	154	3639
3640	420	2910
3641	52	3642
3244	129	3645
3646	20	3647
3648	62	657
3649	47	3650
3651	230	1278
3652	37	3502
760	11	3653
17	261	3654
185	186	3656
2034	123	3660
3586	79	3661
1516	290	3664
1660	261	3665
1137	58	1018
3559	422	58
3670	418	3671
3409	3	259
2206	37	818
447	79	3672
3674	37	2937
3675	168	36
3676	140	3677
3678	52	1670
1650	43	101
3682	38	2659
1483	13	3685
213	13	3686
3689	9	3690
3695	13	2263
2404	136	2112
3697	20	1043
1913	73	638
1515	209	3700
1583	335	3116
3701	340	3702
2033	52	1095
3704	37	682
3705	168	36
3706	20	118
1819	3	3712
452	157	18
3716	79	594
3717	37	3718
3721	9	2236
3722	283	2273
3724	195	3725
1859	181	442
3726	427	3727
169	261	3728
3730	37	3731
1762	37	1046
806	11	611
648	9	2135
3732	13	3733
3735	200	251
3736	428	3063
3127	17	35
3741	37	1861
3746	209	1795
3747	13	3748
3749	37	818
287	75	3750
1613	153	3751
3754	15	335
375	113	3759
2112	15	653
335	15	1212
3760	119	2407
3761	30	338
3762	37	3763
3764	20	2114
371	169	2022
3765	11	277
3766	67	1281
3472	202	3770
3496	37	3775
2683	241	3245
2667	431	2670
3776	259	138
3468	20	1063
3421	39	3778
3531	1	525
3779	119	3780
3782	50	134
3783	46	567
3243	43	101
3786	13	3787
3719	212	3789
3792	4	174
3793	15	1166
3794	305	3794
1999	119	3795
3796	28	3797
3136	39	3800
3801	9	3802
3803	20	3804
1626	118	3807
950	228	1660
3808	28	3809
3815	79	3816
1946	46	779
3821	181	3822
3825	13	3826
3831	19	3832
3834	48	58
3836	84	58
3838	20	3839
1274	261	950
401	19	3841
3844	153	2882
2642	67	211
1015	11	2999
3607	203	2189
3199	15	1166
3858	212	3859
3860	28	3861
1118	3	2040
3864	3	3865
3866	290	3867
1086	79	3868
3869	30	2583
1842	19	1841
3870	3	1651
3628	230	1278
3045	38	1531
174	261	3875
3877	65	3544
2191	438	3878
3879	3	3088
3880	73	214
635	124	394
1068	34	3882
3883	326	2241
1298	20	111
3884	136	1001
3885	20	1732
3892	147	569
3893	439	3894
3899	73	638
1156	181	1465
3902	30	391
1839	442	3905
3906	30	651
3909	8	174
161	79	3910
2797	37	161
3912	43	101
1587	278	58
3914	30	1324
3915	73	214
3132	153	3916
3917	20	118
906	444	3922
16	4	9
1414	13	511
3849	52	3925
1095	2	3885
3929	281	3930
3931	16	3932
3934	37	3935
1395	16	3936
3944	84	504
396	84	706
1193	9	3946
1176	11	3327
1145	393	2966
3951	326	2241
3954	58	3955
3957	46	779
3961	37	760
3963	61	3964
1183	73	214
1988	9	625
492	37	1482
972	11	3966
406	38	3048
3969	13	2525
1602	136	3970
3971	13	660
944	13	3972
3973	209	3974
3976	13	3977
3978	61	20
3979	13	3980
426	107	138
1271	2	3217
3982	119	3983
2539	69	1535
3986	445	58
3215	205	3986
2142	446	3192
3988	9	3989
1899	69	3991
3992	118	581
3993	52	207
702	16	3998
29	393	4005
641	52	179
534	84	58
462	9	4016
1643	54	4018
3278	49	4020
3493	9	4021
1052	415	4026
4027	181	4028
951	261	3118
4032	30	391
4033	13	2439
1322	69	3267
4034	20	58
3203	39	1433
4036	43	101
4038	34	4039
1395	11	3459
2806	43	101
992	11	3537
4041	11	493
1102	13	3686
4042	30	230
1802	181	4044
381	2	4045
4047	61	4048
2609	3	4049
4052	4	17
4053	399	211
3245	37	3815
1779	17	35
4055	20	372
2584	67	4059
653	69	4060
4065	1	624
3597	20	58
4066	13	4067
1795	453	4069
4070	37	972
2150	20	41
4073	9	4074
4075	30	391
129	2	4076
4077	69	4078
4079	73	214
1057	13	4084
4085	13	4086
147	60	4087
1047	9	3561
2487	46	779
4088	13	4089
4092	92	2344
814	15	3200
4096	3	4097
4099	48	58
4101	9	4102
4103	48	58
601	445	1304
1382	73	214
4105	37	909
4108	13	2869
4109	3	2029
1898	52	129
887	123	4110
3027	67	1281
273	16	4116
1623	30	2583
4117	38	4118
4122	30	71
4128	19	4129
4134	355	4135
4136	294	193
4137	233	240
2022	61	3856
4139	456	4140
4141	84	58
4142	40	4143
664	20	176
447	11	885
4146	13	4147
4148	105	2778
4149	73	638
4150	37	2759
79	2	4151
4152	46	4153
3226	42	4154
1111	3	4155
3913	50	3457
716	37	4157
4159	236	4160
4161	142	1269
416	457	4162
2678	20	1732
4163	67	877
4165	326	4166
4167	62	4168
2314	118	4169
1513	306	635
1271	2	4170
1758	168	36
4173	13	4174
771	50	4175
3770	289	4176
2340	9	4018
4180	79	4181
1390	37	3237
1266	61	367
3976	119	4184
4187	11	4188
4189	52	179
4190	8	174
4192	49	1785
2924	214	833
4198	49	504
2832	30	391
545	143	2254
1055	134	4202
505	20	58
1001	15	4203
278	170	1675
846	269	212
4205	21	3040
3089	9	2431
4206	19	194
822	181	4207
3091	3	3825
4210	52	4
4211	43	101
791	11	4212
2810	61	3056
4213	3	272
4215	37	2004
4220	11	1255
4222	15	902
3512	52	320
1490	147	569
3349	283	1601
4223	169	2263
3317	358	3294
4224	40	4225
2776	20	4226
4229	3	4230
4231	212	2797
4232	79	4233
4234	52	1094
1767	261	4235
4238	19	2297
753	202	4243
3169	30	230
4244	13	488
4245	136	1194
58	28	2115
1030	61	4254
4255	13	2193
3142	61	3131
1167	13	4257
4259	140	433
4260	46	1181
4261	52	1670
4269	84	3116
3206	79	594
2623	42	4270
4272	92	4273
4275	9	4276
4277	61	485
58	28	4279
4281	30	1462
369	11	4282
334	104	163
2183	30	202
4285	168	36
4287	212	646
3154	123	4288
1725	326	3890
4289	13	4290
706	28	4291
4292	169	2117
287	61	1796
4293	136	4294
2350	37	2622
1604	20	2114
4302	20	140
791	11	4048
4306	258	138
1095	2	4308
3723	20	3279
1723	136	4203
4313	79	2454
4320	43	101
